"scenario","replicate","seed","n","prop_nn","method","affinity","ARI","error"
"null_interaction",1,20261018,180,0.05,"AB_BW_R1_no_interaction","gaussian",0.655979569996137,NA
"null_interaction",1,20261018,180,0.05,"submitted_normalized_diagnostic","gaussian",0.58546451020905,NA
"null_interaction",1,20261018,180,0.05,"u_dep_bw_package","gaussian",NA,"infinite or missing values in 'x'"
"null_interaction",1,20261018,180,0.05,"legacy_u_dep_interaction","gaussian",0.487138032846237,NA
"null_interaction",1,20261018,180,0.05,"Gower","gaussian",0.0349307071284157,NA
"null_interaction",1,20261018,180,0.05,"Euclidean_onehot","gaussian",0.137899847412956,NA
"null_interaction",1,20261018,180,0.05,"AB_BW_R1_interaction","selftune",0.67426196856466,NA
"null_interaction",1,20261018,180,0.05,"AB_BW_R1_no_interaction","selftune",0.67426196856466,NA
"null_interaction",1,20261018,180,0.05,"submitted_normalized_diagnostic","selftune",0.535186181870641,NA
"null_interaction",1,20261018,180,0.05,"u_dep_bw_package","selftune",NA,"infinite or missing values in 'x'"
"null_interaction",1,20261018,180,0.05,"legacy_u_dep_interaction","selftune",0.730492169820677,NA
"null_interaction",1,20261018,180,0.05,"Gower","selftune",-0.00499064254522769,NA
"null_interaction",1,20261018,180,0.05,"Euclidean_onehot","selftune",-0.00554823496775089,NA
"null_interaction",1,20261018,180,0.1,"AB_BW_R1_interaction","gaussian",0.655979569996137,NA
"null_interaction",1,20261018,180,0.1,"AB_BW_R1_no_interaction","gaussian",0.655979569996137,NA
"null_interaction",1,20261018,180,0.1,"submitted_normalized_diagnostic","gaussian",0.655979569996137,NA
"null_interaction",1,20261018,180,0.1,"u_dep_bw_package","gaussian",NA,"infinite or missing values in 'x'"
"null_interaction",1,20261018,180,0.1,"legacy_u_dep_interaction","gaussian",0.487138032846237,NA
"null_interaction",1,20261018,180,0.1,"Gower","gaussian",0.0349307071284157,NA
"null_interaction",1,20261018,180,0.1,"Euclidean_onehot","gaussian",0.137899847412956,NA
"null_interaction",1,20261018,180,0.1,"AB_BW_R1_interaction","selftune",0.67426196856466,NA
"null_interaction",1,20261018,180,0.1,"AB_BW_R1_no_interaction","selftune",0.67426196856466,NA
"null_interaction",1,20261018,180,0.1,"submitted_normalized_diagnostic","selftune",0.67426196856466,NA
"null_interaction",1,20261018,180,0.1,"u_dep_bw_package","selftune",NA,"infinite or missing values in 'x'"
"null_interaction",1,20261018,180,0.1,"legacy_u_dep_interaction","selftune",0.711513762867581,NA
"null_interaction",1,20261018,180,0.1,"Gower","selftune",-0.00499064254522769,NA
"null_interaction",1,20261018,180,0.1,"Euclidean_onehot","selftune",-0.00554823496775089,NA
"null_interaction",1,20261018,180,0.2,"AB_BW_R1_interaction","gaussian",0.655979569996137,NA
"null_interaction",1,20261018,180,0.2,"AB_BW_R1_no_interaction","gaussian",0.655979569996137,NA
"null_interaction",1,20261018,180,0.2,"submitted_normalized_diagnostic","gaussian",0.655979569996137,NA
"null_interaction",1,20261018,180,0.2,"u_dep_bw_package","gaussian",NA,"infinite or missing values in 'x'"
"null_interaction",1,20261018,180,0.2,"legacy_u_dep_interaction","gaussian",0.487138032846237,NA
"null_interaction",1,20261018,180,0.2,"Gower","gaussian",0.0349307071284157,NA
"null_interaction",1,20261018,180,0.2,"Euclidean_onehot","gaussian",0.137899847412956,NA
"null_interaction",1,20261018,180,0.2,"AB_BW_R1_interaction","selftune",0.67426196856466,NA
"null_interaction",1,20261018,180,0.2,"AB_BW_R1_no_interaction","selftune",0.67426196856466,NA
"null_interaction",1,20261018,180,0.2,"submitted_normalized_diagnostic","selftune",0.67426196856466,NA
"null_interaction",1,20261018,180,0.2,"u_dep_bw_package","selftune",NA,"infinite or missing values in 'x'"
"null_interaction",1,20261018,180,0.2,"legacy_u_dep_interaction","selftune",0.711513762867581,NA
"null_interaction",1,20261018,180,0.2,"Gower","selftune",-0.00499064254522769,NA
"null_interaction",1,20261018,180,0.2,"Euclidean_onehot","selftune",-0.00554823496775089,NA
"marginal_signal_control",1,20261018,180,0.05,"AB_BW_R1_interaction","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.05,"AB_BW_R1_no_interaction","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.05,"submitted_normalized_diagnostic","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.05,"u_dep_bw_package","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.05,"legacy_u_dep_interaction","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.05,"Gower","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.05,"Euclidean_onehot","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.05,"AB_BW_R1_interaction","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.05,"AB_BW_R1_no_interaction","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.05,"submitted_normalized_diagnostic","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.05,"u_dep_bw_package","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.05,"legacy_u_dep_interaction","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.05,"Gower","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.05,"Euclidean_onehot","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.1,"AB_BW_R1_interaction","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.1,"AB_BW_R1_no_interaction","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.1,"submitted_normalized_diagnostic","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.1,"u_dep_bw_package","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.1,"legacy_u_dep_interaction","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.1,"Gower","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.1,"Euclidean_onehot","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.1,"AB_BW_R1_interaction","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.1,"AB_BW_R1_no_interaction","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.1,"submitted_normalized_diagnostic","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.1,"u_dep_bw_package","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.1,"legacy_u_dep_interaction","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.1,"Gower","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.1,"Euclidean_onehot","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.2,"AB_BW_R1_interaction","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.2,"AB_BW_R1_no_interaction","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.2,"submitted_normalized_diagnostic","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.2,"u_dep_bw_package","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.2,"legacy_u_dep_interaction","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.2,"Gower","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.2,"Euclidean_onehot","gaussian",1,NA
"marginal_signal_control",1,20261018,180,0.2,"AB_BW_R1_interaction","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.2,"AB_BW_R1_no_interaction","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.2,"submitted_normalized_diagnostic","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.2,"u_dep_bw_package","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.2,"legacy_u_dep_interaction","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.2,"Gower","selftune",1,NA
"marginal_signal_control",1,20261018,180,0.2,"Euclidean_onehot","selftune",1,NA
"interaction_moons",2,20261118,180,0.05,"AB_BW_R1_interaction","gaussian",0.948918128356962,NA
"interaction_moons",2,20261118,180,0.05,"AB_BW_R1_no_interaction","gaussian",0.458968344187122,NA
"interaction_moons",2,20261118,180,0.05,"submitted_normalized_diagnostic","gaussian",0.925931034482759,NA
"interaction_moons",2,20261118,180,0.05,"u_dep_bw_package","gaussian",NA,"infinite or missing values in 'x'"
"interaction_moons",2,20261118,180,0.05,"legacy_u_dep_interaction","gaussian",0.948918128356962,NA
"interaction_moons",2,20261118,180,0.05,"Gower","gaussian",0.623422159887798,NA
"interaction_moons",2,20261118,180,0.05,"Euclidean_onehot","gaussian",0.623422159887798,NA
"interaction_moons",2,20261118,180,0.05,"AB_BW_R1_interaction","selftune",1,NA
"interaction_moons",2,20261118,180,0.05,"AB_BW_R1_no_interaction","selftune",0.784702785300392,NA
"interaction_moons",2,20261118,180,0.05,"submitted_normalized_diagnostic","selftune",1,NA
"interaction_moons",2,20261118,180,0.05,"u_dep_bw_package","selftune",NA,"infinite or missing values in 'x'"
"interaction_moons",2,20261118,180,0.05,"legacy_u_dep_interaction","selftune",1,NA
"interaction_moons",2,20261118,180,0.05,"Gower","selftune",0.389866421004146,NA
"interaction_moons",2,20261118,180,0.05,"Euclidean_onehot","selftune",0.20641034958936,NA
"interaction_moons",2,20261118,180,0.1,"AB_BW_R1_interaction","gaussian",0.948918128356962,NA
"interaction_moons",2,20261118,180,0.1,"AB_BW_R1_no_interaction","gaussian",0.458968344187122,NA
"interaction_moons",2,20261118,180,0.1,"submitted_normalized_diagnostic","gaussian",0.948918128356962,NA
"interaction_moons",2,20261118,180,0.1,"u_dep_bw_package","gaussian",NA,"infinite or missing values in 'x'"
"interaction_moons",2,20261118,180,0.1,"legacy_u_dep_interaction","gaussian",0.948918128356962,NA
"interaction_moons",2,20261118,180,0.1,"Gower","gaussian",0.623422159887798,NA
"interaction_moons",2,20261118,180,0.1,"Euclidean_onehot","gaussian",0.623422159887798,NA
"interaction_moons",2,20261118,180,0.1,"AB_BW_R1_interaction","selftune",1,NA
"interaction_moons",2,20261118,180,0.1,"AB_BW_R1_no_interaction","selftune",0.784702785300392,NA
"interaction_moons",2,20261118,180,0.1,"submitted_normalized_diagnostic","selftune",1,NA
"interaction_moons",2,20261118,180,0.1,"u_dep_bw_package","selftune",NA,"infinite or missing values in 'x'"
"interaction_moons",2,20261118,180,0.1,"legacy_u_dep_interaction","selftune",1,NA
"interaction_moons",2,20261118,180,0.1,"Gower","selftune",0.389866421004146,NA
"interaction_moons",2,20261118,180,0.1,"Euclidean_onehot","selftune",0.20641034958936,NA
"interaction_moons",2,20261118,180,0.2,"AB_BW_R1_interaction","gaussian",0.948918128356962,NA
"interaction_moons",2,20261118,180,0.2,"AB_BW_R1_no_interaction","gaussian",0.458968344187122,NA
"interaction_moons",2,20261118,180,0.2,"submitted_normalized_diagnostic","gaussian",0.948918128356962,NA
"interaction_moons",2,20261118,180,0.2,"u_dep_bw_package","gaussian",NA,"infinite or missing values in 'x'"
"interaction_moons",2,20261118,180,0.2,"legacy_u_dep_interaction","gaussian",0.948918128356962,NA
"interaction_moons",2,20261118,180,0.2,"Gower","gaussian",0.623422159887798,NA
"interaction_moons",2,20261118,180,0.2,"Euclidean_onehot","gaussian",0.623422159887798,NA
"interaction_moons",2,20261118,180,0.2,"AB_BW_R1_interaction","selftune",1,NA
"interaction_moons",2,20261118,180,0.2,"AB_BW_R1_no_interaction","selftune",0.784702785300392,NA
"interaction_moons",2,20261118,180,0.2,"submitted_normalized_diagnostic","selftune",1,NA
"interaction_moons",2,20261118,180,0.2,"u_dep_bw_package","selftune",NA,"infinite or missing values in 'x'"
"interaction_moons",2,20261118,180,0.2,"legacy_u_dep_interaction","selftune",1,NA
"interaction_moons",2,20261118,180,0.2,"Gower","selftune",0.389866421004146,NA
"interaction_moons",2,20261118,180,0.2,"Euclidean_onehot","selftune",0.20641034958936,NA
"null_interaction",2,20261118,180,0.05,"AB_BW_R1_interaction","gaussian",0.620224288927529,NA
"null_interaction",2,20261118,180,0.05,"AB_BW_R1_no_interaction","gaussian",0.620224288927529,NA
"null_interaction",2,20261118,180,0.05,"submitted_normalized_diagnostic","gaussian",0.620224288927529,NA
"null_interaction",2,20261118,180,0.05,"u_dep_bw_package","gaussian",NA,"infinite or missing values in 'x'"
"null_interaction",2,20261118,180,0.05,"legacy_u_dep_interaction","gaussian",0.51891765923314,NA
"null_interaction",2,20261118,180,0.05,"Gower","gaussian",0.0262617688342959,NA
"null_interaction",2,20261118,180,0.05,"Euclidean_onehot","gaussian",0.0262968829317141,NA
"null_interaction",2,20261118,180,0.05,"AB_BW_R1_interaction","selftune",0.808943317791135,NA
"null_interaction",2,20261118,180,0.05,"AB_BW_R1_no_interaction","selftune",0.808943317791135,NA
"null_interaction",2,20261118,180,0.05,"submitted_normalized_diagnostic","selftune",0.55170079586635,NA
"null_interaction",2,20261118,180,0.05,"u_dep_bw_package","selftune",NA,"infinite or missing values in 'x'"
"null_interaction",2,20261118,180,0.05,"legacy_u_dep_interaction","selftune",1,NA
"null_interaction",2,20261118,180,0.05,"Gower","selftune",-0.00554823496775089,NA
"null_interaction",2,20261118,180,0.05,"Euclidean_onehot","selftune",-0.00554823496775089,NA
"null_interaction",2,20261118,180,0.1,"AB_BW_R1_interaction","gaussian",0.620224288927529,NA
"null_interaction",2,20261118,180,0.1,"AB_BW_R1_no_interaction","gaussian",0.620224288927529,NA
"null_interaction",2,20261118,180,0.1,"submitted_normalized_diagnostic","gaussian",0.602719925870645,NA
"null_interaction",2,20261118,180,0.1,"u_dep_bw_package","gaussian",NA,"infinite or missing values in 'x'"
"null_interaction",2,20261118,180,0.1,"legacy_u_dep_interaction","gaussian",0.51891765923314,NA
"null_interaction",2,20261118,180,0.1,"Gower","gaussian",0.0262617688342959,NA
"null_interaction",2,20261118,180,0.1,"Euclidean_onehot","gaussian",0.0262968829317141,NA
"null_interaction",2,20261118,180,0.1,"AB_BW_R1_interaction","selftune",0.808943317791135,NA
"null_interaction",2,20261118,180,0.1,"AB_BW_R1_no_interaction","selftune",0.808943317791135,NA
"null_interaction",2,20261118,180,0.1,"submitted_normalized_diagnostic","selftune",0.55169333354603,NA
"null_interaction",2,20261118,180,0.1,"u_dep_bw_package","selftune",NA,"infinite or missing values in 'x'"
"null_interaction",2,20261118,180,0.1,"legacy_u_dep_interaction","selftune",1,NA
"null_interaction",2,20261118,180,0.1,"Gower","selftune",-0.00554823496775089,NA
"null_interaction",2,20261118,180,0.1,"Euclidean_onehot","selftune",-0.00554823496775089,NA
"null_interaction",2,20261118,180,0.2,"AB_BW_R1_interaction","gaussian",0.620224288927529,NA
"null_interaction",2,20261118,180,0.2,"AB_BW_R1_no_interaction","gaussian",0.620224288927529,NA
"null_interaction",2,20261118,180,0.2,"submitted_normalized_diagnostic","gaussian",0.620224288927529,NA
"null_interaction",2,20261118,180,0.2,"u_dep_bw_package","gaussian",NA,"infinite or missing values in 'x'"
"null_interaction",2,20261118,180,0.2,"legacy_u_dep_interaction","gaussian",0.51891765923314,NA
"null_interaction",2,20261118,180,0.2,"Gower","gaussian",0.0262617688342959,NA
"null_interaction",2,20261118,180,0.2,"Euclidean_onehot","gaussian",0.0262968829317141,NA
"null_interaction",2,20261118,180,0.2,"AB_BW_R1_interaction","selftune",0.808943317791135,NA
"null_interaction",2,20261118,180,0.2,"AB_BW_R1_no_interaction","selftune",0.808943317791135,NA
"null_interaction",2,20261118,180,0.2,"submitted_normalized_diagnostic","selftune",0.808943317791135,NA
"null_interaction",2,20261118,180,0.2,"u_dep_bw_package","selftune",NA,"infinite or missing values in 'x'"
"null_interaction",2,20261118,180,0.2,"legacy_u_dep_interaction","selftune",1,NA
"null_interaction",2,20261118,180,0.2,"Gower","selftune",-0.00554823496775089,NA
"null_interaction",2,20261118,180,0.2,"Euclidean_onehot","selftune",-0.00554823496775089,NA
"marginal_signal_control",2,20261118,180,0.05,"AB_BW_R1_interaction","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.05,"AB_BW_R1_no_interaction","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.05,"submitted_normalized_diagnostic","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.05,"u_dep_bw_package","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.05,"legacy_u_dep_interaction","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.05,"Gower","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.05,"Euclidean_onehot","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.05,"AB_BW_R1_interaction","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.05,"AB_BW_R1_no_interaction","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.05,"submitted_normalized_diagnostic","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.05,"u_dep_bw_package","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.05,"legacy_u_dep_interaction","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.05,"Gower","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.05,"Euclidean_onehot","selftune",0.983286267684927,NA
"marginal_signal_control",2,20261118,180,0.1,"AB_BW_R1_interaction","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.1,"AB_BW_R1_no_interaction","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.1,"submitted_normalized_diagnostic","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.1,"u_dep_bw_package","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.1,"legacy_u_dep_interaction","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.1,"Gower","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.1,"Euclidean_onehot","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.1,"AB_BW_R1_interaction","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.1,"AB_BW_R1_no_interaction","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.1,"submitted_normalized_diagnostic","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.1,"u_dep_bw_package","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.1,"legacy_u_dep_interaction","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.1,"Gower","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.1,"Euclidean_onehot","selftune",0.983286267684927,NA
"marginal_signal_control",2,20261118,180,0.2,"AB_BW_R1_interaction","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.2,"AB_BW_R1_no_interaction","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.2,"submitted_normalized_diagnostic","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.2,"u_dep_bw_package","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.2,"legacy_u_dep_interaction","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.2,"Gower","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.2,"Euclidean_onehot","gaussian",1,NA
"marginal_signal_control",2,20261118,180,0.2,"AB_BW_R1_interaction","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.2,"AB_BW_R1_no_interaction","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.2,"submitted_normalized_diagnostic","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.2,"u_dep_bw_package","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.2,"legacy_u_dep_interaction","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.2,"Gower","selftune",1,NA
"marginal_signal_control",2,20261118,180,0.2,"Euclidean_onehot","selftune",0.983286267684927,NA
"interaction_moons",3,20261218,180,0.05,"AB_BW_R1_interaction","gaussian",0.960962339734392,NA
"interaction_moons",3,20261218,180,0.05,"AB_BW_R1_no_interaction","gaussian",0.409283037512921,NA
"interaction_moons",3,20261218,180,0.05,"submitted_normalized_diagnostic","gaussian",0.960962339734392,NA
"interaction_moons",3,20261218,180,0.05,"u_dep_bw_package","gaussian",NA,"infinite or missing values in 'x'"
"interaction_moons",3,20261218,180,0.05,"legacy_u_dep_interaction","gaussian",0.960962339734392,NA
"interaction_moons",3,20261218,180,0.05,"Gower","gaussian",0.512140733399405,NA
"interaction_moons",3,20261218,180,0.05,"Euclidean_onehot","gaussian",0.797383976858257,NA
"interaction_moons",3,20261218,180,0.05,"AB_BW_R1_interaction","selftune",1,NA
"interaction_moons",3,20261218,180,0.05,"AB_BW_R1_no_interaction","selftune",0.737914455167365,NA
"interaction_moons",3,20261218,180,0.05,"submitted_normalized_diagnostic","selftune",1,NA
"interaction_moons",3,20261218,180,0.05,"u_dep_bw_package","selftune",NA,"infinite or missing values in 'x'"
"interaction_moons",3,20261218,180,0.05,"legacy_u_dep_interaction","selftune",1,NA
"interaction_moons",3,20261218,180,0.05,"Gower","selftune",0.389866421004146,NA
"interaction_moons",3,20261218,180,0.05,"Euclidean_onehot","selftune",0.145924453280318,NA
"interaction_moons",3,20261218,180,0.1,"AB_BW_R1_interaction","gaussian",0.960962339734392,NA
"interaction_moons",3,20261218,180,0.1,"AB_BW_R1_no_interaction","gaussian",0.409283037512921,NA
"interaction_moons",3,20261218,180,0.1,"submitted_normalized_diagnostic","gaussian",0.960962339734392,NA
"interaction_moons",3,20261218,180,0.1,"u_dep_bw_package","gaussian",NA,"infinite or missing values in 'x'"
"interaction_moons",3,20261218,180,0.1,"legacy_u_dep_interaction","gaussian",0.960962339734392,NA
"interaction_moons",3,20261218,180,0.1,"Gower","gaussian",0.512140733399405,NA
"interaction_moons",3,20261218,180,0.1,"Euclidean_onehot","gaussian",0.797383976858257,NA
"interaction_moons",3,20261218,180,0.1,"AB_BW_R1_interaction","selftune",1,NA
"interaction_moons",3,20261218,180,0.1,"AB_BW_R1_no_interaction","selftune",0.737914455167365,NA
"interaction_moons",3,20261218,180,0.1,"submitted_normalized_diagnostic","selftune",1,NA
"interaction_moons",3,20261218,180,0.1,"u_dep_bw_package","selftune",NA,"infinite or missing values in 'x'"
"interaction_moons",3,20261218,180,0.1,"legacy_u_dep_interaction","selftune",1,NA
"interaction_moons",3,20261218,180,0.1,"Gower","selftune",0.389866421004146,NA
"interaction_moons",3,20261218,180,0.1,"Euclidean_onehot","selftune",0.145924453280318,NA
"interaction_moons",3,20261218,180,0.2,"AB_BW_R1_interaction","gaussian",0.960962339734392,NA
"interaction_moons",3,20261218,180,0.2,"AB_BW_R1_no_interaction","gaussian",0.409283037512921,NA
"interaction_moons",3,20261218,180,0.2,"submitted_normalized_diagnostic","gaussian",0.973481481481482,NA
"interaction_moons",3,20261218,180,0.2,"u_dep_bw_package","gaussian",NA,"infinite or missing values in 'x'"
"interaction_moons",3,20261218,180,0.2,"legacy_u_dep_interaction","gaussian",0.960962339734392,NA
"interaction_moons",3,20261218,180,0.2,"Gower","gaussian",0.512140733399405,NA
"interaction_moons",3,20261218,180,0.2,"Euclidean_onehot","gaussian",0.797383976858257,NA
"interaction_moons",3,20261218,180,0.2,"AB_BW_R1_interaction","selftune",1,NA
"interaction_moons",3,20261218,180,0.2,"AB_BW_R1_no_interaction","selftune",0.737914455167365,NA
"interaction_moons",3,20261218,180,0.2,"submitted_normalized_diagnostic","selftune",1,NA
"interaction_moons",3,20261218,180,0.2,"u_dep_bw_package","selftune",NA,"infinite or missing values in 'x'"
"interaction_moons",3,20261218,180,0.2,"legacy_u_dep_interaction","selftune",1,NA
"interaction_moons",3,20261218,180,0.2,"Gower","selftune",0.389866421004146,NA
"interaction_moons",3,20261218,180,0.2,"Euclidean_onehot","selftune",0.145924453280318,NA
"null_interaction",3,20261218,180,0.05,"AB_BW_R1_interaction","gaussian",0.620224288927529,NA
"null_interaction",3,20261218,180,0.05,"AB_BW_R1_no_interaction","gaussian",0.620224288927529,NA
"null_interaction",3,20261218,180,0.05,"submitted_normalized_diagnostic","gaussian",0.620224288927529,NA
"null_interaction",3,20261218,180,0.05,"u_dep_bw_package","gaussian",NA,"infinite or missing values in 'x'"
